what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1462255178641
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1462255179044
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1462255185759
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1462255350935
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1462255351290
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1462255354155
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1462255354169
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462255365976
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462255388233
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462255389467
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.200.v201103311536,"org.eclipse.wst.common.project.facet.ui",1462255397699
started,bundle,org.eclipse.wst.web.ui,1.1.400.v201004141630,"org.eclipse.wst.web.ui",1462255397700
started,bundle,org.eclipse.jst.j2ee.web,1.1.501.v201108231500,"org.eclipse.jst.j2ee.web",1462255399313
started,bundle,org.eclipse.jst.common.frameworks,1.1.500.v201104081500,"org.eclipse.jst.common.frameworks",1462255399445
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462255399745
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462255401877
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1462255403125
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462255408893
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462255423789
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462255423862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462255435224
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462255437783
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462255439381
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462255439771
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462255484277
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462255485719
